# Gibbs energies computed from Gibbs.py
# Name, Gibbs free energy in J/mol, Temperature in K 

GRT_0 = 4.9217756362874985 4000.0
GRT_1 = 2.1580339177172196 4500.0
GRT_2 = 2.2264782649467887 4000.0
GRT_3 = -1.7113324096752185 4500.0
GRT_4 = 2.574839616759801 4500.0
GRT_5 = 0.33560177730475 4000.0
GRT_6 = -8.112529678207164 4500.0
GRT_7 = 1.6023370780461779 4000.0
GRT_8 = -24.059031395911234 4000.0
GRT_9 = -0.5514176434113148 4000.0
GRT_10 = -1.5500752647194038 4000.0
GRT_11 = -1.5059961318650146 4000.0
GRT_12 = -4.8184581175907075 4000.0
GRT_13 = -11.354515565247166 4000.0
GRT_14 = 12.500076 4000.0
GRT_15 = 13.568750000000001 4000.0
GRT_16 = 15.659986313694212 4000.0
GRT_17 = 14.561374025023262 4000.0
GRT_18 = 24.77971053391455 4000.0
GRT_19 = -19.627529808691776 4000.0
